   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/cbmc.xml
name:                    cbmc
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Fri, 2025-04-18 20:17:24 EEST
tool:                    CBMC 5.70.0 (cbmc-5.70.0-121-g4f69955d00)
tool executable:         /usr/svcomp/tools/cbmc/cbmc
options:                 --graphml-witness witness.graphml
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.104 MHz
ram:                     8330.235904 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '--graphml-witness witness.graphml' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)               0.58        0.70        None
MojoJson.yml                    false(valid-deref)               0.33        0.40        None
NTSC-CRT.yml                    false(valid-deref)               0.20        0.26        None
NanoNNG.yml                     ERROR (137)                     91.27      174.96        None
NanoNNGFixed.yml                ERROR (137)                     72.34      142.85        None
admesh.yml                      false(valid-deref)               0.43        0.49        None
admeshFixed.yml                 true                             0.56        0.63        None
asterisk.yml                    false(valid-deref)               1.08        1.21        None
bzip3.yml                       ERROR (137)                     45.55       91.84        None
bzip3Fixed.yml                  ERROR (137)                     43.75       84.03        None
cups.yml                        false(valid-deref)               0.39        0.44        None
dlt-daemon.yml                  false(valid-deref)               0.26        0.31        None
editorconfig-core-c.yml         TIMEOUT                        120.93      176.67        None
editorconfig-core-cFixed.yml    false(unreach-call)             75.31       98.99        None
flatcc.yml                      false(valid-deref)               0.79        0.89        None
frr.yml                         ERROR (137)                     20.32       46.17        None
frrFixed.yml                    ERROR (137)                     21.85       48.80        None
gpac_1.yml                      ERROR (137)                      5.33        7.69        None
gpac_10.yml                     false(valid-deref)               0.14        0.18        None
gpac_11.yml                     false(valid-deref)               0.63        0.73        None
gpac_12.yml                     false(valid-deref)               0.60        0.69        None
gpac_13.yml                     false(valid-deref)               0.57        0.67        None
gpac_14.yml                     false(valid-deref)               0.45        0.52        None
gpac_16.yml                     ERROR (137)                      6.17       10.67        None
gpac_16Fixed.yml                ERROR (137)                      9.54       16.13        None
gpac_16Found.yml                ERROR (137)                      7.18       12.59        None
gpac_17.yml                     false(valid-deref)              14.14       21.98        None
gpac_18.yml                     false(valid-deref)               0.72        0.83        None
gpac_19.yml                     ERROR (137)                      9.30       19.00        None
gpac_1Fixed.yml                 ERROR (137)                     10.04       21.77        None
gpac_3.yml                      ERROR (137)                     18.27       31.93        None
gpac_5.yml                      false(valid-deref)               0.44        1.31        None
gpac_5Fixed.yml                 TIMEOUT                        120.69      154.49        None
gpac_6.yml                      false(valid-deref)               1.34        2.60        None
