   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/cpachecker.xml
name:                    cpachecker
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Sun, 2025-04-13 11:08:28 EEST
tool:                    CPAchecker 4.0
tool executable:         /usr/svcomp/tools/CPAchecker-4.0-unix/bin/cpachecker
options:                 --svcomp24 --benchmark --heap 10000m --timelimit '900 s'
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  900 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.081 MHz
ram:                     8330.231808 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '--svcomp24 --benchmark --heap 10000m --timelimit 900 s' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             TIMEOUT                        902.46      933.46        None
MojoJson.yml                    ERROR                            3.55        3.71        None
NTSC-CRT.yml                    ERROR                            3.43        3.58        None
NanoNNG.yml                     ERROR                            3.55        3.69        None
NanoNNGFixed.yml                ERROR                            3.62        3.76        None
admesh.yml                      false(valid-deref)               3.89        4.08        None
admeshFixed.yml                 true                             3.76        3.93        None
asterisk.yml                    ERROR                            3.41        3.55        None
bzip3.yml                       ERROR                            3.67        3.82        None
bzip3Fixed.yml                  ERROR                            3.88        4.04        None
cups.yml                        ERROR                            3.56        3.69        None
dlt-daemon.yml                  ERROR                            3.61        3.75        None
editorconfig-core-c.yml         ERROR                            3.53        3.68        None
editorconfig-core-cFixed.yml    ERROR                            3.47        3.61        None
flatcc.yml                      ERROR                            3.14        3.29        None
frr.yml                         ERROR                            3.44        3.59        None
frrFixed.yml                    ERROR                            3.54        3.76        None
gpac_1.yml                      ERROR                            3.59        3.82        None
gpac_10.yml                     false(valid-deref)              56.49       58.84        None
gpac_11.yml                     ERROR                            3.93        4.30        None
gpac_12.yml                     ERROR                            3.57        3.88        None
gpac_13.yml                     ERROR                            3.34        3.67        None
gpac_14.yml                     ERROR                            3.24        3.55        None
gpac_16.yml                     ERROR                            3.71        3.94        None
gpac_16Fixed.yml                ERROR                            3.84        4.16        None
gpac_17.yml                     ERROR                            3.60        3.87        None
gpac_18.yml                     TIMEOUT                        901.40      930.36        None
gpac_19.yml                     ERROR                            3.52        3.90        None
gpac_1Fixed.yml                 ERROR                            3.32        3.63        None
gpac_3.yml                      ERROR                            3.42        3.55        None
gpac_5.yml                      ERROR                            3.35        3.50        None
gpac_5Fixed.yml                 ERROR                            3.02        3.47        None
gpac_6.yml                      false(valid-deref)             135.21      140.01        None
gpac_7.yml                      TIMEOUT                        901.15      929.81        None
gpac_8.yml                      ERROR                            3.01        3.39        None
gpac_9.yml                      false(valid-deref)               9.21        9.89        None
gps-sdr-sim.yml                 ERROR                            3.24        3.58        None
gss-ntlmssp.yml                 ERROR                            3.59        4.29        None
