   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/cpa-bam-smg.xml
name:                    cpa-bam-smg
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Fri, 2025-04-04 09:50:32 EEST
tool:                    CPAchecker 2.0.1-svn-38892M
tool executable:         /usr/svcomp/tools/cpa-bam-smg/scripts/cpa.sh
options:                 -svcomp22-bam-smg -disable-java-assertions -heap 10000m -setprop counterexample.export.graphml=witness.graphml -setprop cpa.arg.proofWitness=witness.graphml -setprop termination.violation.witness=witness.graphml -setprop counterexample.export.compressWitness=false -setprop overflow.config=/usr/svcomp/svcomp25--overflow.properties
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.108 MHz
ram:                     8330.235904 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '-svcomp22-bam-smg -disable-java-assertions -heap 10000m -setprop counterexample.export.graphml=witness.graphml -setprop cpa.arg.proofWitness=witness.graphml -setprop termination.violation.witness=witness.graphml -setprop counterexample.export.compressWitness=false -setprop overflow.config=/usr/svcomp/svcomp25--overflow.properties' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)               7.10        7.93        None
MojoJson.yml                    ERROR                            3.08        3.46        None
NTSC-CRT.yml                    ERROR                            3.06        3.43        None
NanoNNG.yml                     ERROR                            3.10        3.54        None
NanoNNGFixed.yml                ERROR                            3.16        3.54        None
admesh.yml                      false(valid-deref)               3.40        3.83        None
admeshFixed.yml                 true                             3.30        3.68        None
asterisk.yml                    ERROR                            3.07        3.40        None
bzip3.yml                       ERROR                            3.04        3.36        None
bzip3Fixed.yml                  ERROR                            3.07        3.39        None
cups.yml                        ERROR                            3.12        3.45        None
dlt-daemon.yml                  ERROR                            3.19        3.53        None
editorconfig-core-c.yml         ERROR                            3.09        3.43        None
editorconfig-core-cFixed.yml    ERROR                            2.99        3.31        None
flatcc.yml                      false(valid-deref)               2.90        3.25        None
frr.yml                         ERROR                            2.95        3.28        None
frrFixed.yml                    ERROR                            3.02        3.41        None
gpac_1.yml                      ERROR                            2.93        3.30        None
gpac_10.yml                     false(valid-deref)             117.17      129.04        None
gpac_11.yml                     TIMEOUT                        121.19      133.43        None
gpac_12.yml                     false(valid-deref)               3.80        4.20        None
gpac_13.yml                     ERROR                            3.66        4.05        None
gpac_14.yml                     false(valid-deref)              68.48       75.67        None
gpac_16.yml                     ERROR                            3.05        3.60        None
gpac_16Fixed.yml                ERROR                            3.17        3.50        None
gpac_17.yml                     ERROR                            2.98        3.29        None
gpac_18.yml                     TIMEOUT                        121.02      133.22        None
