   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/esbmc-kind.xml
name:                    esbmc-kind
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Sun, 2025-04-13 10:23:17 EEST
tool:                    ESBMC
tool executable:         /usr/svcomp/tools/esbmc-kind/esbmc-wrapper.py
options:                 -s kinduction
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.081 MHz
ram:                     8330.231808 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '-s kinduction' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)               0.72        1.14        None
MojoJson.yml                    false(valid-deref)               0.67        1.09        None
NTSC-CRT.yml                    false(valid-deref)               5.46        6.01        None
NanoNNG.yml                     TIMEOUT                        120.45      137.23        None
NanoNNGFixed.yml                TIMEOUT                        120.60      133.88        None
admesh.yml                      false(valid-deref)               2.85        3.04        None
admeshFixed.yml                 true                             2.67        3.21        None
asterisk.yml                    false(valid-deref)               1.77        1.96        None
bzip3.yml                       TIMEOUT                        120.57      134.76        None
bzip3Fixed.yml                  TIMEOUT                        120.65      133.41        None
cups.yml                        unknown                          0.89        1.03        None
dlt-daemon.yml                  false(valid-memtrack)            2.80        3.12        None
editorconfig-core-c.yml         TIMEOUT                        120.60      134.47        None
editorconfig-core-cFixed.yml    TIMEOUT                        120.65      133.48        None
flatcc.yml                      false(valid-deref)               0.70        0.81        None
frr.yml                         false(valid-deref)              40.15       45.98        None
frrFixed.yml                    TIMEOUT                        120.63      135.65        None
gpac_1.yml                      unknown                         24.85       29.26        None
gpac_10.yml                     false(valid-deref)               0.27        0.30        None
gpac_11.yml                     false(valid-deref)               0.27        0.62        None
gpac_12.yml                     false(valid-deref)               0.28        0.37        None
gpac_13.yml                     unknown                          1.25        1.71        None
gpac_14.yml                     false(valid-deref)               0.33        0.38        None
gpac_16.yml                     TIMEOUT                        120.67      134.32        None
gpac_16Fixed.yml                TIMEOUT                        120.30      134.98        None
gpac_17.yml                     unknown                         52.41       60.65        None
gpac_18.yml                     false(valid-deref)               0.56        0.62        None
gpac_19.yml                     TIMEOUT                        120.69      133.30        None
gpac_1Fixed.yml                 TIMEOUT                        120.80      133.26        None
gpac_3.yml                      false(valid-deref)              58.63       68.81        None
gpac_5.yml                      false(valid-deref)               0.27        0.99        None
gpac_5Fixed.yml                 TIMEOUT                        120.42      138.96        None
gpac_6.yml                      false(valid-deref)               0.97        2.24        None
gpac_7.yml                      TIMEOUT                        120.74      129.94        None
gpac_8.yml                      false(valid-deref)               1.55        2.07        None
gpac_9.yml                      false(valid-deref)               0.52        0.82        None
gps-sdr-sim.yml                 TIMEOUT                        120.78      129.20        None
gss-ntlmssp.yml                 false(valid-deref)              15.26       16.74        None
gss-ntlmsspFixed.yml            TIMEOUT                        120.43      127.51        None
hyperkit_1.yml                  false(valid-deref)               0.99        1.43        None
hyperkit_1Fixed.yml             true                             0.78        0.83        None
jhead.yml                       TIMEOUT                        120.41      127.56        None
jhead_1.yml                     false(valid-deref)              18.40       19.11        None
jq.yml                          TIMEOUT                        120.76      129.07        None
json-c.yml                      TIMEOUT                        120.79      129.02        None
json-parser.yml                 TIMEOUT                        120.76      129.07        None
json-parserFixed.yml            TIMEOUT                        120.77      129.03        None
kilo.yml                        false(valid-deref)               0.31        0.34        None
krb5.yml                        false(valid-free)                0.56        0.59        None
krb5Fixed.yml                   TIMEOUT                        120.75      129.03        None
libeconf.yml                    TIMEOUT                        120.64      129.40        None
liblouis.yml                    TIMEOUT                        120.77      129.07        None
libming_1.yml                   TIMEOUT                        120.76      129.09        None
libpe.yml                       false(valid-deref)               0.92        0.97        None
libredwg.yml                    false(valid-deref)               2.02        2.10        None
libredwg_1.yml                  false(valid-deref)               1.10        1.16        None
libredwg_1Fixed.yml             TIMEOUT                        120.77      129.16        None
memcached.yml                   TIMEOUT                        120.50      129.59        None
minizip-ng.yml                  false(valid-deref)               1.81        1.92        None
minizip-ngFixed.yml             TIMEOUT                        120.72      129.56        None
minizip-ng_1.yml                false(valid-deref)               0.38        0.43        None
minizip-ng_1Fixed.yml           TIMEOUT                        120.76      129.13        None
mongoose.yml                    false(valid-deref)               0.31        0.34        None
mongooseFixed.yml               TIMEOUT                        120.20      130.11        None
mongoose_1.yml                  TIMEOUT                        120.77      129.50        None
moonlight-common-c.yml          TIMEOUT                        120.80      127.88        None
nanopb.yml                      TIMEOUT                        120.64      128.66        None
netatalk.yml                    TIMEOUT                        120.83      124.82        None
netatalkFixed.yml               TIMEOUT                        120.84      126.92        None
netconsd.yml                    TIMEOUT                        120.89      124.99        None
openNDS_1.yml                   TIMEOUT                        120.88      125.59        None
openNDS_1Fixed.yml              TIMEOUT                        120.86      126.07        None
openSC.yml                      TIMEOUT                        120.90      124.84        None
openSCFixed.yml                 TIMEOUT                        120.81      125.16        None
openrazer.yml                   TIMEOUT                        120.81      126.90        None
openrazerFixed.yml              TIMEOUT                        120.88      125.58        None
pacparser.yml                   TIMEOUT                        120.72      127.34        None
pacparserFixed.yml              TIMEOUT                        120.85      126.17        None
picotcp.yml                     false(valid-deref)               0.27        0.29        None
picotcpFixed.yml                TIMEOUT                        120.89      125.12        None
pjproject.yml                   TIMEOUT                        120.88      126.09        None
plutovg.yml                     false(valid-deref)               1.82        2.05        None
ppp.yml                         TIMEOUT                        120.90      126.13        None
radare2.yml                     false(valid-deref)               1.78        1.86        None
radare2Fixed.yml                true                             3.34        3.67        None
radare2_1.yml                   false(valid-deref)               0.48        0.83        None
radare2_1Fixed.yml              TIMEOUT                        120.89      125.43        None
radare2_2.yml                   TIMEOUT                        120.91      124.75        None
radare2_2Fixed.yml              TIMEOUT                        120.91      124.93        None
