   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/predatorHP.xml
name:                    predatorHP
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Sun, 2025-04-20 09:56:44 EEST
tool:                    PredatorHP 3.1415
tool executable:         /usr/svcomp/tools/PredatorHP-2024/predatorHP.py
options:
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.107 MHz
ram:                     8330.231808 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             TIMEOUT                        120.85      121.01        None
MojoJson.yml                    false(valid-deref)               0.20        0.27        None
NTSC-CRT.yml                    unknown                          0.14        0.27        None
NanoNNG.yml                     unknown                          5.73        5.78        None
NanoNNGFixed.yml                unknown                          8.94        9.04        None
admesh.yml                      false(valid-deref)               0.20        0.28        None
admeshFixed.yml                 true                             0.28        0.28        None
asterisk.yml                    unknown                          0.36        0.53        None
bzip3.yml                       TIMEOUT                        121.04      121.01        None
bzip3Fixed.yml                  TIMEOUT                        121.03      121.01        None
cups.yml                        unknown                          0.20        0.29        None
dlt-daemon.yml                  TIMEOUT                        121.04      121.01        None
editorconfig-core-c.yml         TIMEOUT                        120.82      121.01        None
editorconfig-core-cFixed.yml    TIMEOUT                        120.91      121.01        None
flatcc.yml                      false(valid-deref)               0.17        0.29        None
frr.yml                         TIMEOUT                        120.97      121.01        None
frrFixed.yml                    false(valid-deref)               0.52        0.53        None
gpac_1.yml                      TIMEOUT                        121.02      121.01        None
gpac_10.yml                     unknown                          1.19        1.28        None
gpac_11.yml                     unknown                          0.25        0.28        None
gpac_12.yml                     unknown                          0.16        0.28        None
gpac_13.yml                     unknown                          0.12        0.28        None
gpac_14.yml                     unknown                          1.27        1.53        None
gpac_16.yml                     TIMEOUT                        121.02      121.01        None
gpac_16Fixed.yml                TIMEOUT                        121.03      121.01        None
gpac_16Found.yml                TIMEOUT                        120.97      121.02        None
gpac_17.yml                     TIMEOUT                        120.92      121.01        None
gpac_18.yml                     unknown                         93.77       94.15        None
gpac_19.yml                     TIMEOUT                        120.97      121.02        None
gpac_1Fixed.yml                 TIMEOUT                        120.86      121.01        None
gpac_3.yml                      TIMEOUT                        121.00      121.02        None
gpac_5.yml                      unknown                          0.16        0.30        None
gpac_5Fixed.yml                 true                             0.13        0.30        None
