   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/symbiotic.xml
name:                    symbiotic
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Fri, 2025-04-18 19:08:11 EEST
tool:                    symbiotic 10.0.0-rc1-f6104f53
tool executable:         /usr/svcomp/tools/symbiotic/bin/symbiotic
options:                 --sv-comp
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.104 MHz
ram:                     8330.235904 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '--sv-comp' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)              17.48       18.47        None
MojoJson.yml                    false(valid-deref)               2.21        2.51        None
NTSC-CRT.yml                    true                             0.48        0.77        None
NanoNNG.yml                     TIMEOUT (verification)         120.69      141.47        None
NanoNNGFixed.yml                TIMEOUT (verification)         121.18      143.91        None
admesh.yml                      false(valid-deref)               0.61        0.89        None
admeshFixed.yml                 true                             0.51        0.78        None
asterisk.yml                    ERROR(returned 1, verification-finished)        0.65        1.04        None
bzip3.yml                       TIMEOUT (verification)         121.14      141.40        None
bzip3Fixed.yml                  TIMEOUT (verification)         120.44      141.44        None
cups.yml                        false(valid-deref)               1.66        1.88        None
dlt-daemon.yml                  ERROR(returned 1, verification-finished)        0.79        1.28        None
editorconfig-core-c.yml         TIMEOUT (verification)         120.16      141.36        None
editorconfig-core-cFixed.yml    TIMEOUT (verification)         121.20      141.32        None
flatcc.yml                      false(valid-deref)               0.90        1.12        None
frr.yml                         TIMEOUT (verification)         120.51      137.98        None
frrFixed.yml                    TIMEOUT (verification)         121.43      140.51        None
gpac_1.yml                      false(valid-deref)              33.10       33.51        None
gpac_10.yml                     false(valid-deref)               0.78        0.81        None
gpac_11.yml                     ERROR(returned 1, verification-finished)        0.80        1.22        None
gpac_12.yml                     ERROR(returned 1, verification-finished)        0.60        1.18        None
gpac_13.yml                     ERROR(returned 1, verification-finished)        0.62        1.24        None
gpac_14.yml                     ERROR(returned 1, verification-finished)        0.60        0.92        None
gpac_16.yml                     false(valid-deref)               2.39        2.44        None
