   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/bubaak.xml
name:                    bubaak
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Fri, 2025-04-04 09:26:41 EEST
tool:                    Bubaak 0.9.2-0d2926
tool executable:         /usr/svcomp/tools/bubaak/bubaak
options:                 --sv-comp -timeout 120 -sv-comp-witness witness.graphml
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.108 MHz
ram:                     8330.235904 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '--sv-comp -timeout 120 -sv-comp-witness witness.graphml' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)               7.18        8.18        None
MojoJson.yml                    false(valid-free)                1.61        2.02        None
NTSC-CRT.yml                    unknown                          0.76        1.08        None
NanoNNG.yml                     unknown                         41.42       45.81        None
NanoNNGFixed.yml                unknown                         41.32       45.66        None
admesh.yml                      false(valid-deref)               0.29        0.51        None
admeshFixed.yml                 true                             0.28        0.49        None
asterisk.yml                    false(valid-deref)               9.09       10.19        None
bzip3.yml                       false(valid-memtrack)            1.46        1.79        None
bzip3Fixed.yml                  false(valid-memtrack)            1.29        1.58        None
cups.yml                        false(valid-deref)               1.51        1.85        None
dlt-daemon.yml                  false(valid-deref)               2.99        3.43        None
editorconfig-core-c.yml         unknown                         36.67       40.48        None
editorconfig-core-cFixed.yml    unknown                         41.50       45.76        None
flatcc.yml                      false(valid-deref)               0.25        0.38        None
frr.yml                         unknown                         36.44       40.22        None
frrFixed.yml                    unknown                         46.11       50.78        None
gpac_1.yml                      false(valid-deref)              33.67       37.10        None
